"id","commodity_id","ohlc_daily","ohlc_weekly","ohlc_monthly","volume","open_interest","liquidity","bid_ask_spread","volatility","price_cycle"
247,184,"{""open"" : 42.976328001641015, ""high"" : 74.35430793841488, ""low"" : 71.68415049761391, ""close"" : 34.6230213721801}","{""open"" : 48.944504295748125, ""high"" : 43.49493791092385, ""low"" : 63.66003529121771, ""close"" : 58.690791870374916}","{""open"" : 26.538883822533666, ""high"" : 106.15846816505557, ""low"" : 22.697876084620887, ""close"" : 99.57819039872489}","3250","89895","55.3195640162171","4.36838956256871","4.03803928714447","Cyclical"
248,185,"{""open"" : 0.6118271257443908, ""high"" : 8.734107671973828, ""low"" : 25.1312868493277, ""close"" : 40.545641463309764}","{""open"" : 79.83354912974139, ""high"" : 12.574633153495007, ""low"" : 48.689451352586595, ""close"" : 77.77603962505768}","{""open"" : 4.143303698870238, ""high"" : 104.49608907614792, ""low"" : 48.413371943684936, ""close"" : 21.307548948376475}","95290","49050","63.1641528784833","4.30230786227915","9.60423200341331","Cyclical"
249,186,"{""open"" : 7.249919458858023, ""high"" : 92.14129738174388, ""low"" : 19.21019615508909, ""close"" : 44.99713610868052}","{""open"" : 15.79460834041162, ""high"" : 1.9355690433990347, ""low"" : 22.69930306357436, ""close"" : 0.13008834541665681}","{""open"" : 45.46800608834089, ""high"" : 3.5510983887540526, ""low"" : 4.478324188679821, ""close"" : 57.758499679511324}","49586","42964","39.9779356640843","1.27676587418557","0.74731972418129","Cyclical"
250,187,"{""open"" : 92.33185120313092, ""high"" : 99.04087264401171, ""low"" : 74.9431830271716, ""close"" : 33.70838316686429}","{""open"" : 91.6925117057509, ""high"" : 22.93848817355866, ""low"" : 71.6301155750179, ""close"" : 63.70383492968059}","{""open"" : 68.08483883312422, ""high"" : 90.67505559972103, ""low"" : 71.95769613309876, ""close"" : 14.665419107566112}","73072","88039","86.9438289291903","2.91378990006759","0.696743699328084","Cyclical"
251,188,"{""open"" : 46.815565768772906, ""high"" : 25.49132715113454, ""low"" : 64.6948738701868, ""close"" : 4.533507503711798}","{""open"" : 59.50945197083244, ""high"" : 91.76690292346707, ""low"" : 6.271453505424454, ""close"" : 61.032470025591536}","{""open"" : 33.46298251135633, ""high"" : 96.03247085238367, ""low"" : 44.95685493564512, ""close"" : 55.4738132261106}","505","99763","51.8662338649699","1.37519487383357","9.30977376386145","Cyclical"
252,189,"{""open"" : 37.5069436093495, ""high"" : 29.043752647165036, ""low"" : 73.57025644293607, ""close"" : 45.119558403915946}","{""open"" : 3.9971135875108033, ""high"" : 79.4758111958424, ""low"" : 34.48657001549995, ""close"" : 11.131635925179806}","{""open"" : 61.62729046763982, ""high"" : 26.727109440120707, ""low"" : 74.54325523705896, ""close"" : 72.19539799305521}","42988","38678","60.696499750373","3.21415271456119","1.33083291092002","Cyclical"
253,190,"{""open"" : 37.033379196516016, ""high"" : 40.29579535202928, ""low"" : 54.669894837200545, ""close"" : 14.042443091135448}","{""open"" : 30.852421864692637, ""high"" : 10.511650606282483, ""low"" : 59.65110813031259, ""close"" : 80.17476139223787}","{""open"" : 66.70628182378566, ""high"" : 100.18863625842629, ""low"" : 55.1233879011461, ""close"" : 17.60658373784587}","3432","28797","17.8046497383271","1.88771180522105","8.71252549867935","Cyclical"
254,191,"{""open"" : 42.90747111789936, ""high"" : 2.402621192449841, ""low"" : 52.92364217957239, ""close"" : 54.29997142480411}","{""open"" : 32.419607068974734, ""high"" : 94.42274540070501, ""low"" : 55.70386907847588, ""close"" : 23.366393658558017}","{""open"" : 57.68184538672831, ""high"" : 22.60945208703759, ""low"" : 55.90551877868684, ""close"" : 96.54568393017723}","42464","621","29.8490386312415","1.84610177641488","3.58104012957855","Cyclical"
255,192,"{""open"" : 20.057169668780084, ""high"" : 72.35505694446547, ""low"" : 0.46860440042364004, ""close"" : 13.795701261766968}","{""open"" : 18.89419236887018, ""high"" : 14.724261204517992, ""low"" : 35.60690773609913, ""close"" : 25.071236678131847}","{""open"" : 75.4156553776246, ""high"" : 13.146915409625892, ""low"" : 79.22815996875521, ""close"" : 14.37263899781227}","55469","98658","29.7331525712158","3.91748133169728","2.23117497595166","Cyclical"
256,193,"{""open"" : 91.79442323661182, ""high"" : 60.025130230505184, ""low"" : 54.879696690881104, ""close"" : 61.262381211989414}","{""open"" : 63.460646616653314, ""high"" : 78.50787425054186, ""low"" : 60.219423107248815, ""close"" : 21.753090710946932}","{""open"" : 66.9007271139446, ""high"" : 65.97249828499076, ""low"" : 6.3596057311412935, ""close"" : 74.72774535764466}","55893","55335","7.39455403539606","2.969050555548","1.2746878560021","Cyclical"
257,194,"{""open"" : 67.84900142398271, ""high"" : 21.611474402611446, ""low"" : 74.09108148634101, ""close"" : 32.528492715059755}","{""open"" : 23.676745446149596, ""high"" : 2.808746530694366, ""low"" : 62.025718112744684, ""close"" : 60.14069347158717}","{""open"" : 49.26495880865816, ""high"" : 91.06774052700746, ""low"" : 66.85979941051998, ""close"" : 34.77534016321846}","20009","98822","47.5634516910584","0.241438256293642","5.48028811755338","Cyclical"
258,195,"{""open"" : 63.02543596231083, ""high"" : 18.685096984829343, ""low"" : 74.67294443173573, ""close"" : 41.056543985057644}","{""open"" : 69.2851214438846, ""high"" : 47.207677983131866, ""low"" : 5.327884915017158, ""close"" : 0.300594462099002}","{""open"" : 89.34330664280732, ""high"" : 44.14633857610574, ""low"" : 21.039209202469422, ""close"" : 61.446688259794094}","43414","19119","30.3627090761652","1.56524141730144","6.46247620642354","Cyclical"
259,196,"{""open"" : 29.583561843089235, ""high"" : 41.92654944412197, ""low"" : 7.028185159518987, ""close"" : 93.87726025667212}","{""open"" : 69.85622825165692, ""high"" : 81.23181572053014, ""low"" : 11.30592669742354, ""close"" : 93.96946991195388}","{""open"" : 98.53587747577566, ""high"" : 86.76884715510339, ""low"" : 61.6708293204278, ""close"" : 49.95102191879439}","55678","98301","13.5489322022283","0.0743385383487427","0.0964488055764101","Cyclical"
260,197,"{""open"" : 85.63984467946088, ""high"" : 64.86165826864624, ""low"" : 57.25967678265333, ""close"" : 68.25287155378956}","{""open"" : 40.13276706991875, ""high"" : 18.425122336404208, ""low"" : 8.327356185595054, ""close"" : 22.460232119887237}","{""open"" : 5.063138125887501, ""high"" : 4.4376747154366925, ""low"" : 3.0923277312422215, ""close"" : 92.90891245812209}","915","2030","9.74242237873606","1.57142287981455","0.000472040060826018","Cyclical"
261,198,"{""open"" : 80.88422490951086, ""high"" : 110.47802114305482, ""low"" : 24.44130768753162, ""close"" : 84.22804596583728}","{""open"" : 0.2827084924222678, ""high"" : 88.0568699616418, ""low"" : 77.03705743243752, ""close"" : 57.438215374506974}","{""open"" : 95.17341914734136, ""high"" : 46.89388423897501, ""low"" : 4.558233872916944, ""close"" : 99.30728948359481}","11407","29284","1.70810909239014","4.35822860246954","1.25296761934609","Cyclical"
262,199,"{""open"" : 98.97464230413419, ""high"" : 41.94850750227217, ""low"" : 56.19298509361908, ""close"" : 38.43495403130333}","{""open"" : 89.50896030227347, ""high"" : 98.07994871487621, ""low"" : 49.158040372375694, ""close"" : 4.372087545770698}","{""open"" : 96.6177021873037, ""high"" : 68.82915990986177, ""low"" : 11.58982832511155, ""close"" : 24.19027584961897}","20873","84435","88.9679872411947","2.66135597003981","3.37631514115932","Cyclical"
263,200,"{""open"" : 47.95875144569508, ""high"" : 113.57475872216216, ""low"" : 2.5906357632490895, ""close"" : 75.17180962346323}","{""open"" : 91.09074813429339, ""high"" : 101.28971097825325, ""low"" : 1.8444580084766748, ""close"" : 9.406994418880021}","{""open"" : 95.85440445706794, ""high"" : 48.32439175485936, ""low"" : 62.58266068672295, ""close"" : 39.51475624817908}","36295","38649","80.4013088419898","0.975955179374971","1.93372443628439","Cyclical"
264,201,"{""open"" : 66.19397589180602, ""high"" : 39.30723497531905, ""low"" : 54.857957208738846, ""close"" : 63.2783480548484}","{""open"" : 29.46255232274804, ""high"" : 117.22564742519646, ""low"" : 24.658716905544633, ""close"" : 45.43019236211509}","{""open"" : 29.042544741057608, ""high"" : 13.794799339389892, ""low"" : 78.75611873150397, ""close"" : 29.524628170728672}","34969","24597","25.3910269659429","0.332312745865786","1.89923184993313","Cyclical"
265,202,"{""open"" : 8.234725901587957, ""high"" : 98.27246192295982, ""low"" : 0.061670541615068686, ""close"" : 26.94321627907128}","{""open"" : 80.43964070777709, ""high"" : 32.92845851353519, ""low"" : 71.74252667552722, ""close"" : 52.70774239326585}","{""open"" : 71.85734961908219, ""high"" : 89.98748079066418, ""low"" : 60.52719590396375, ""close"" : 67.64596896771087}","68795","89895","14.8717567706084","2.4380477129352","3.44583390139538","Cyclical"
266,203,"{""open"" : 71.19705682618537, ""high"" : 28.211675968045622, ""low"" : 50.71295692737973, ""close"" : 44.78372075863848}","{""open"" : 73.9068202161503, ""high"" : 10.266671354010786, ""low"" : 77.68930864798271, ""close"" : 47.834423900864856}","{""open"" : 11.807585668996712, ""high"" : 13.80423231961248, ""low"" : 70.19801134231852, ""close"" : 0.30150097660490704}","1791","34824","64.0632223840527","1.12210088552635","8.98974020042475","Cyclical"
267,204,"{""open"" : 64.29068035673862, ""high"" : 31.56180194149752, ""low"" : 0.9666934743554556, ""close"" : 72.70975323849767}","{""open"" : 2.21834966714074, ""high"" : 50.39939444530533, ""low"" : 10.312978611339805, ""close"" : 0.40151695101853235}","{""open"" : 76.55234788392097, ""high"" : 18.729000326816198, ""low"" : 59.23649231801369, ""close"" : 75.17118615943758}","86825","80904","37.9511911166391","3.64402656499959","4.33046014783727","Cyclical"
268,205,"{""open"" : 32.350311346317405, ""high"" : 23.23234656589414, ""low"" : 77.29825185374268, ""close"" : 95.25967599148603}","{""open"" : 40.194417173070086, ""high"" : 17.505977143739972, ""low"" : 64.1214398236881, ""close"" : 6.717463227039744}","{""open"" : 20.520943299898107, ""high"" : 83.76300458869139, ""low"" : 57.4318408759936, ""close"" : 76.68293097600389}","63600","34061","78.1500025334577","3.08114489525576","1.48380365579777","Cyclical"
269,206,"{""open"" : 29.69883463524734, ""high"" : 46.75524541528627, ""low"" : 0.5110474749671745, ""close"" : 3.0675126365030003}","{""open"" : 79.60204231300514, ""high"" : 59.182724392981754, ""low"" : 76.74066786298704, ""close"" : 56.42739564700019}","{""open"" : 85.38966719134477, ""high"" : 31.359619636133978, ""low"" : 35.699715584491955, ""close"" : 86.45445920427247}","79342","57888","53.556905677777","0.811166933980846","3.92553022478935","Cyclical"
270,207,"{""open"" : 56.17585266406695, ""high"" : 73.15080849830767, ""low"" : 33.84302250163625, ""close"" : 41.899793641460235}","{""open"" : 16.592032704447423, ""high"" : 16.487341989248083, ""low"" : 36.961381605093315, ""close"" : 68.87294142547151}","{""open"" : 80.11126667812599, ""high"" : 72.50971000296803, ""low"" : 21.170509061768144, ""close"" : 60.562796748077204}","64372","81871","79.8662539341761","3.82301655240047","3.55876276128611","Cyclical"
271,208,"{""open"" : 37.7344064885581, ""high"" : 92.87770654901743, ""low"" : 77.51203191569168, ""close"" : 76.75430724994202}","{""open"" : 93.35791147631272, ""high"" : 117.51433339310469, ""low"" : 75.40294738943415, ""close"" : 45.35767215230939}","{""open"" : 83.07713102107537, ""high"" : 26.324668250634193, ""low"" : 13.829421826629531, ""close"" : 64.85980759727778}","54683","55289","11.0642815722076","3.15270869983461","9.84197608586751","Cyclical"
272,209,"{""open"" : 98.45648491364013, ""high"" : 98.637966227145, ""low"" : 67.00720699710865, ""close"" : 14.270384578092221}","{""open"" : 78.906434451299, ""high"" : 98.2015075311739, ""low"" : 2.965431160575829, ""close"" : 18.10718304128529}","{""open"" : 26.40220541011069, ""high"" : 5.02295853114437, ""low"" : 40.79578184499793, ""close"" : 24.99381163414163}","58215","41226","6.69447739553242","0.856030145566677","8.70075428451891","Cyclical"
273,210,"{""open"" : 14.459342099207383, ""high"" : 56.99604870731161, ""low"" : 5.906830082789352, ""close"" : 5.28130729955103}","{""open"" : 25.88382808616214, ""high"" : 107.32585517655708, ""low"" : 21.718316265935318, ""close"" : 63.19022019945637}","{""open"" : 88.3661142113035, ""high"" : 79.48792739739345, ""low"" : 17.16109323636413, ""close"" : 63.12153841931361}","79123","11574","35.504112234307","1.86271436200626","2.91458920082599","Cyclical"
274,211,"{""open"" : 8.423337790769692, ""high"" : 90.65392758413095, ""low"" : 34.90407467692563, ""close"" : 10.452184577324552}","{""open"" : 75.14224188762199, ""high"" : 103.26677284342479, ""low"" : 6.174836381687907, ""close"" : 53.72649766037492}","{""open"" : 79.90372799201782, ""high"" : 1.0489466284071192, ""low"" : 66.3704381265498, ""close"" : 34.61705593057598}","37568","60821","67.8695706798691","0.383684048125887","8.78351886757243","Cyclical"
275,212,"{""open"" : 70.53771774062896, ""high"" : 50.409602116532206, ""low"" : 39.99995374534606, ""close"" : 71.0391296051822}","{""open"" : 14.393579439503679, ""high"" : 35.79946326200813, ""low"" : 70.53295587275613, ""close"" : 2.2407127905629487}","{""open"" : 34.61495983976592, ""high"" : 72.39385529890407, ""low"" : 49.52178774619817, ""close"" : 72.88567791275034}","94644","23170","37.2566676417435","1.48909198136004","2.35743200338428","Cyclical"
276,213,"{""open"" : 26.259204976758955, ""high"" : 69.86663350244085, ""low"" : 48.64368612271926, ""close"" : 72.60250181237144}","{""open"" : 27.63480854053708, ""high"" : 24.820341719181602, ""low"" : 4.887383710927438, ""close"" : 99.00817652178733}","{""open"" : 86.584492795, ""high"" : 39.939459829702734, ""low"" : 65.40647694891055, ""close"" : 91.68455329780649}","99628","58160","39.0197272105363","3.63052791295817","9.29465821294657","Cyclical"
277,214,"{""open"" : 47.76515385109648, ""high"" : 20.20935163712717, ""low"" : 31.068424792738902, ""close"" : 95.4348892211928}","{""open"" : 56.042632602910444, ""high"" : 116.16624778465729, ""low"" : 0.18472852842354115, ""close"" : 47.11183398768324}","{""open"" : 84.98988715999383, ""high"" : 9.366760991515877, ""low"" : 22.065586080474215, ""close"" : 2.4081793689388897}","38743","18378","52.6172049252368","2.00549555330016","2.49818021855427","Cyclical"
278,215,"{""open"" : 2.969401118717774, ""high"" : 50.59271827809212, ""low"" : 16.01856936779093, ""close"" : 39.095532455768314}","{""open"" : 47.10861230634442, ""high"" : 111.87405413696662, ""low"" : 68.37691269240378, ""close"" : 4.122167770538954}","{""open"" : 95.48925304419569, ""high"" : 46.2616550006441, ""low"" : 34.1443609712476, ""close"" : 73.13881545682757}","26371","79452","17.9742229412935","3.91001887236449","1.73761646396843","Cyclical"
279,216,"{""open"" : 2.2497590595714767, ""high"" : 48.113189841314195, ""low"" : 77.55897825493483, ""close"" : 23.969508084743495}","{""open"" : 82.20446166571833, ""high"" : 19.70795750721664, ""low"" : 76.47802040475605, ""close"" : 24.07024450921469}","{""open"" : 56.71932039678389, ""high"" : 22.338978390933715, ""low"" : 24.27484530731382, ""close"" : 40.7970784422635}","12950","60515","24.4136959810039","3.53141570895515","5.05925626596608","Cyclical"
280,217,"{""open"" : 55.80969234661048, ""high"" : 115.41410918229623, ""low"" : 17.224136273281196, ""close"" : 74.19771862360105}","{""open"" : 43.44172757426592, ""high"" : 42.93870708806818, ""low"" : 37.36771253911609, ""close"" : 62.35488978648216}","{""open"" : 77.68665269747548, ""high"" : 30.56255519052388, ""low"" : 54.65594917483892, ""close"" : 42.831688438670845}","22000","57048","53.6539317990061","1.5798728179674","1.03440371737117","Cyclical"
281,218,"{""open"" : 65.10040503903744, ""high"" : 48.846997117922086, ""low"" : 44.76629322587465, ""close"" : 29.598938164853863}","{""open"" : 51.50214520169665, ""high"" : 31.564738343444134, ""low"" : 36.60810534805645, ""close"" : 42.54275678934669}","{""open"" : 1.377067648862318, ""high"" : 92.62877261254869, ""low"" : 79.51245253380822, ""close"" : 38.876761694959725}","22577","75129","42.3617438212398","1.50221399461352","2.1481205354665","Cyclical"
282,219,"{""open"" : 13.19995844802142, ""high"" : 51.005895041831515, ""low"" : 36.0239599508861, ""close"" : 7.488062535130191}","{""open"" : 57.30428226739319, ""high"" : 117.25192451892275, ""low"" : 43.2787706488309, ""close"" : 79.83139594818525}","{""open"" : 32.74156290269612, ""high"" : 109.27637933180648, ""low"" : 41.887394170198995, ""close"" : 1.588654870197348}","29434","50834","22.3621740774029","1.00712387181026","2.61863005253958","Cyclical"
283,220,"{""open"" : 58.34979491819168, ""high"" : 111.78619641236887, ""low"" : 6.3856685243602485, ""close"" : 2.9905118305147527}","{""open"" : 98.53553075102946, ""high"" : 26.197624883234116, ""low"" : 33.16135643058759, ""close"" : 20.671871452651036}","{""open"" : 98.10083496503536, ""high"" : 67.27290123064661, ""low"" : 38.3298690755319, ""close"" : 48.691683776533765}","99743","1062","14.8488412588867","3.66168310060632","6.38937198836352","Cyclical"
284,221,"{""open"" : 2.1893813126314887, ""high"" : 52.76878055996005, ""low"" : 78.82190981428954, ""close"" : 97.61211576330679}","{""open"" : 38.97073653722123, ""high"" : 35.49530888163904, ""low"" : 72.30615060036132, ""close"" : 5.627318360601019}","{""open"" : 89.9309557604768, ""high"" : 59.99067765002734, ""low"" : 52.83520175057344, ""close"" : 81.35897311662144}","57217","87127","85.6215288329567","0.0940125208177556","8.53765818742793","Cyclical"
285,222,"{""open"" : 27.25095563314841, ""high"" : 76.4592642959913, ""low"" : 69.37578070373421, ""close"" : 59.63912717145654}","{""open"" : 3.7913702019313655, ""high"" : 27.548947922489813, ""low"" : 34.40739336847269, ""close"" : 70.04996496988343}","{""open"" : 42.04787177099756, ""high"" : 7.33237020693382, ""low"" : 23.07535044433303, ""close"" : 53.445104992973704}","37039","40720","67.16497208154","2.26855312842625","8.4110559366955","Cyclical"
286,223,"{""open"" : 83.33492256639539, ""high"" : 4.4465139821307265, ""low"" : 47.26753104265198, ""close"" : 64.7557669711744}","{""open"" : 95.65056641553677, ""high"" : 74.5521912531147, ""low"" : 0.8191609233319852, ""close"" : 79.74943599349822}","{""open"" : 41.57457230870505, ""high"" : 37.99208862612841, ""low"" : 71.53709180444515, ""close"" : 52.350410882513486}","79521","28335","44.8252551941925","4.89418969555099","4.79903522232213","Cyclical"
287,224,"{""open"" : 98.66576095255992, ""high"" : 106.65379558129003, ""low"" : 17.271086337003165, ""close"" : 21.199986193083078}","{""open"" : 0.9631073863679118, ""high"" : 107.54066905149678, ""low"" : 28.011889686083897, ""close"" : 37.22614605631822}","{""open"" : 48.045159030156135, ""high"" : 4.33084087474918, ""low"" : 72.19372996868387, ""close"" : 33.84053693448823}","27095","93923","85.0056707817922","4.3588468426124","7.1799863474346","Cyclical"
288,225,"{""open"" : 50.623746656454905, ""high"" : 52.38360185978826, ""low"" : 52.558191263884275, ""close"" : 53.73738743124736}","{""open"" : 11.280175410209736, ""high"" : 88.26633807505208, ""low"" : 45.579656582229205, ""close"" : 28.875790643871113}","{""open"" : 10.276819964677554, ""high"" : 52.13659074612286, ""low"" : 68.05849626974533, ""close"" : 0.007279328959053366}","94560","23001","44.2590934801331","0.641143097888901","1.22522713948436","Cyclical"
289,226,"{""open"" : 18.678991061156314, ""high"" : 23.228392363446932, ""low"" : 50.722829367323214, ""close"" : 71.34001463964216}","{""open"" : 80.4032341054297, ""high"" : 76.8396734608637, ""low"" : 32.923999011729435, ""close"" : 60.930121717609296}","{""open"" : 6.829399658076407, ""high"" : 42.73297918612667, ""low"" : 73.61111502958087, ""close"" : 90.15644923599405}","67283","41796","27.9870284957064","4.49026719749114","6.9298668491736","Cyclical"
290,227,"{""open"" : 76.73408355197328, ""high"" : 105.00495027413858, ""low"" : 7.4976429919280285, ""close"" : 36.997695483143424}","{""open"" : 49.235184156320756, ""high"" : 33.33144143877695, ""low"" : 44.05080163702323, ""close"" : 55.453435818377095}","{""open"" : 95.45333331723984, ""high"" : 87.14257627996386, ""low"" : 79.40042987918575, ""close"" : 90.05681906646181}","38852","30286","73.4057811389122","1.70778399700182","6.83746029971778","Cyclical"
291,228,"{""open"" : 94.79493413235056, ""high"" : 112.48096597739037, ""low"" : 46.812392311440604, ""close"" : 20.488855003404826}","{""open"" : 73.30748476945186, ""high"" : 88.04785785136443, ""low"" : 35.849574775725124, ""close"" : 92.80933034064036}","{""open"" : 23.3199297427392, ""high"" : 106.24560445636803, ""low"" : 39.746332222229896, ""close"" : 24.38627583087132}","69563","14235","8.12325878101108","3.5690228276692","0.360433559927746","Cyclical"
292,229,"{""open"" : 17.77776821860877, ""high"" : 60.35132609168486, ""low"" : 7.801508056501909, ""close"" : 21.32499315560301}","{""open"" : 63.17892562205232, ""high"" : 25.17315490193896, ""low"" : 39.224464183074765, ""close"" : 81.11369809229811}","{""open"" : 81.98083352015462, ""high"" : 104.79839993544363, ""low"" : 19.99384093791658, ""close"" : 10.450393487487819}","62357","51412","64.0311696887212","0.575554650181183","6.42867474287501","Cyclical"
293,230,"{""open"" : 38.00670036510938, ""high"" : 91.92455509951925, ""low"" : 44.26744142575737, ""close"" : 72.33328379343212}","{""open"" : 8.638135973550721, ""high"" : 15.968418869982726, ""low"" : 15.24115396635942, ""close"" : 22.80431305969377}","{""open"" : 37.40026551840947, ""high"" : 103.80396451703804, ""low"" : 61.0552282492559, ""close"" : 98.88516528099946}","68395","85410","9.59997590517081","4.08831631465914","4.37735523598197","Cyclical"
294,231,"{""open"" : 1.3618311026567298, ""high"" : 111.388725827028, ""low"" : 30.634081645809292, ""close"" : 60.07183408322791}","{""open"" : 8.802841910909676, ""high"" : 54.54574204983914, ""low"" : 65.45230977766806, ""close"" : 59.62700099175824}","{""open"" : 92.41360048476098, ""high"" : 102.3808682901298, ""low"" : 66.80359175605041, ""close"" : 52.234943898075834}","39088","54821","82.8415414641119","0.157949284810497","0.497747165151849","Cyclical"
295,232,"{""open"" : 22.07335286075731, ""high"" : 82.11023309765065, ""low"" : 11.692813119088381, ""close"" : 42.829968529802365}","{""open"" : 84.35829633344383, ""high"" : 29.226443295013247, ""low"" : 40.82798893648974, ""close"" : 40.907241180730345}","{""open"" : 64.14036987776642, ""high"" : 116.66400628057941, ""low"" : 40.223899375794176, ""close"" : 3.802172651009794}","71196","60480","3.02501959704753","2.70751545898328","6.97604992284104","Cyclical"
296,233,"{""open"" : 75.60722817297132, ""high"" : 4.175192072471727, ""low"" : 67.24865640375006, ""close"" : 17.42475572202846}","{""open"" : 33.68336901301612, ""high"" : 112.04499154420996, ""low"" : 17.945660801230883, ""close"" : 4.923498509387181}","{""open"" : 7.663996731300093, ""high"" : 0.516859391455009, ""low"" : 47.84686691127904, ""close"" : 57.981463760506216}","64820","57960","31.0601565498522","4.28717692596955","1.31335366615389","Cyclical"
297,234,"{""open"" : 20.546787268095468, ""high"" : 116.4763157546486, ""low"" : 30.06824790494809, ""close"" : 37.85679809646398}","{""open"" : 9.588707572228161, ""high"" : 47.20670916244416, ""low"" : 56.79153987532517, ""close"" : 75.55163213592722}","{""open"" : 63.66044181406709, ""high"" : 10.573787199292726, ""low"" : 37.94684474712678, ""close"" : 68.61293656256215}","37535","3223","21.0929675760939","4.40646810654931","9.99932445985799","Cyclical"
298,235,"{""open"" : 1.4966215840614971, ""high"" : 1.9327194342826814, ""low"" : 38.770582101334874, ""close"" : 83.06012785828851}","{""open"" : 73.57102167792942, ""high"" : 53.97458298984982, ""low"" : 46.58342718516343, ""close"" : 75.10541315790607}","{""open"" : 40.49610653881357, ""high"" : 93.73270997028996, ""low"" : 61.79680914646147, ""close"" : 90.98334009306026}","32954","56145","8.22294051255435","4.05308376155956","8.82813830623318","Cyclical"
299,236,"{""open"" : 7.3655564019659225, ""high"" : 57.37949033657176, ""low"" : 62.38426210861874, ""close"" : 98.7228873129936}","{""open"" : 20.503501236301446, ""high"" : 38.22523915246339, ""low"" : 14.285554258118776, ""close"" : 94.12585616354312}","{""open"" : 18.864697816392596, ""high"" : 46.892251515323615, ""low"" : 78.39114253295665, ""close"" : 22.66078209878326}","28791","50073","37.9744111960793","3.76018064763922","7.22287517951823","Cyclical"
300,237,"{""open"" : 37.30171306569039, ""high"" : 15.194866882655838, ""low"" : 49.22300797545377, ""close"" : 70.04697003615658}","{""open"" : 97.44912479087535, ""high"" : 8.86981692861938, ""low"" : 9.650126341051273, ""close"" : 63.04430778747947}","{""open"" : 66.67830968015716, ""high"" : 5.61015911212162, ""low"" : 15.013792163161686, ""close"" : 6.573704586642126}","42153","44914","44.4024763590021","3.87069585426204","6.23726191245592","Cyclical"
301,238,"{""open"" : 65.98304374613082, ""high"" : 106.08311748310587, ""low"" : 60.07381285413395, ""close"" : 77.96910879655347}","{""open"" : 91.43100548375193, ""high"" : 14.194051042767049, ""low"" : 49.94929537771032, ""close"" : 87.2001086404029}","{""open"" : 85.67665333150293, ""high"" : 68.2813158504487, ""low"" : 13.200723357975921, ""close"" : 52.36980027548588}","72595","72445","29.1829700398924","1.4683451713445","8.03566354850162","Cyclical"
302,239,"{""open"" : 0.8667908501314825, ""high"" : 8.790848948668142, ""low"" : 55.16518120217144, ""close"" : 38.31944969567975}","{""open"" : 74.39050392305424, ""high"" : 45.41892970495326, ""low"" : 50.45928333425902, ""close"" : 13.212547361998062}","{""open"" : 37.718079663981975, ""high"" : 12.386922095793862, ""low"" : 71.8521854237855, ""close"" : 78.93349045418722}","41970","24095","64.501656565416","3.78786556708505","3.74722896277378","Cyclical"
303,240,"{""open"" : 67.53163672588794, ""high"" : 11.777566627765337, ""low"" : 12.311505747821272, ""close"" : 58.26589687049608}","{""open"" : 32.63179245739241, ""high"" : 39.60940815449536, ""low"" : 14.850991294370406, ""close"" : 31.30312282007841}","{""open"" : 52.064184315265095, ""high"" : 107.14599809308285, ""low"" : 63.33302136128559, ""close"" : 27.87766178350244}","34468","13308","85.5901016597663","2.2257150059601","2.88059415272909","Cyclical"
304,241,"{""open"" : 4.729743527463182, ""high"" : 98.54708243447965, ""low"" : 46.616411407255534, ""close"" : 62.44409222898859}","{""open"" : 57.3203673138845, ""high"" : 25.089887864916534, ""low"" : 47.651925885513435, ""close"" : 23.995122272115175}","{""open"" : 20.476784606563882, ""high"" : 25.1028474368813, ""low"" : 69.37822279139537, ""close"" : 76.66135638331113}","94570","28112","8.01256740781444","2.71263099547094","5.28694567880208","Cyclical"
305,242,"{""open"" : 61.45397667026782, ""high"" : 119.39658802872223, ""low"" : 8.73896662388141, ""close"" : 73.59878026420239}","{""open"" : 2.7763500643485317, ""high"" : 82.32915864682019, ""low"" : 64.40044279491467, ""close"" : 58.700184113293965}","{""open"" : 6.417726879609709, ""high"" : 69.66373947972895, ""low"" : 66.68063173575005, ""close"" : 48.81194513632163}","33577","38564","57.6918795283535","0.462701630184779","9.22825104548608","Cyclical"
306,243,"{""open"" : 21.59963492323893, ""high"" : 36.13960402511991, ""low"" : 32.956527990429905, ""close"" : 3.274620885019197}","{""open"" : 14.512732523287998, ""high"" : 48.377245955473626, ""low"" : 64.18544512294852, ""close"" : 4.138503384592274}","{""open"" : 77.57318365723573, ""high"" : 5.582911224646123, ""low"" : 30.429126376375084, ""close"" : 81.12491546074969}","93022","43608","51.4467728634938","3.66500616138041","7.04554685942371","Cyclical"
307,244,"{""open"" : 48.30683031751786, ""high"" : 84.8725326513152, ""low"" : 15.867306402758192, ""close"" : 26.301447685735457}","{""open"" : 10.732518158908743, ""high"" : 86.30275260675445, ""low"" : 4.973861815873857, ""close"" : 34.175153035242126}","{""open"" : 9.808035086978407, ""high"" : 43.68691695217222, ""low"" : 52.66731316174345, ""close"" : 28.13805436480754}","18292","63914","6.36204330877366","4.10157841146409","7.32431589028737","Cyclical"
